AID,SCID,AH_PVT,Sup_Parent,Parent_Div,Agr_1,Agr_2,Agr_3,Agr_4,Ima_1,Ima_2,Ima_3,Ima_4
92573831,058,96,1,Married,5,4,4,2,4,3,3,2
91884975,172,92,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99718909,164,NA,1,Married,4,4,2,2,2,2,3,2
93576898,162,96,1,Divorced,3,3,2,3,5,2,3,1
97506932,075,104,1,Divorced,4,4,3,2,2,2,2,2
96576893,164,NA,2,Married,4,4,2,2,4,2,3,2
96578817,158,93,1,Divorced,3,3,2,3,4,2,2,1
98578146,080,86,1,Married,5,5,2,2,3,3,3,4
92715321,003,115,1,Divorced,2,2,4,2,5,5,3,2
97578580,077,65,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98576160,077,129,1,Married,5,5,2,1,5,1,1,1
92579279,152,77,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
95716214,149,NA,1,Married,5,4,1,1,4,2,3,1
93710851,123,109,1,Married,4,3,3,2,3,2,2,3
95504884,053,115,2,Married,5,4,3,2,2,2,2,2
95571304,162,113,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
94572380,058,99,2,Divorced,4,3,2,2,2,3,3,3
94715257,084,97,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
99504182,085,96,2,Divorced,5,4,2,2,4,2,2,2
98576149,040,97,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91576855,056,127,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
90718089,126,57,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91585921,269,91,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
90571171,066,93,1,Divorced,5,5,3,1,2,3,3,4
98577223,203,80,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99573259,085,73,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90575374,090,106,2,Divorced,5,3,2,2,4,2,2,2
93575902,029,100,1,Divorced,4,2,2,2,4,2,2,2
96578649,074,98,1,Married,5,4,1,1,5,3,1,1
95571700,028,98,2,Divorced,5,4,2,2,3,3,3,3
91882988,053,108,2,Divorced,5,4,2,2,5,4,3,2
97718294,065,118,1,NA,4,5,2,4,2,3,5,2
93715990,020,107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
93573039,193,118,2,Married,3,3,3,3,3,3,3,2
91885960,052,82,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98606629,106,109,1,Married,4,4,2,2,4,2,2,2
95578364,009,112,1,Married,3,3,2,2,4,4,5,2
91575235,027,92,2,Divorced,4,3,3,3,4,3,3,2
99712379,173,101,2,Married,4,4,2,3,2,3,3,3
95719932,059,102,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98574880,999,NA,1,Divorced,5,2,5,4,5,2,2,1
91508834,081,107,1,Married,4,5,2,2,4,3,3,2
94714144,014,127,2,Divorced,4,4,2,3,5,1,1,1
93717257,062,116,1,Divorced,4,4,2,2,4,2,2,2
99570895,187,97,NA,Divorced,5,5,5,5,5,2,2,2
99578111,072,107,2,Divorced,5,4,1,1,5,2,2,1
91506098,073,78,1,Married,4,3,2,2,2,2,2,2
93570358,077,80,2,Married,4,3,3,3,3,3,3,2
57258751,077,121,2,NA,4,4,2,1,5,2,2,2
96574587,022,95,1,Divorced,4,4,2,2,3,3,4,3
97500158,044,82,2,Married,4,4,2,3,3,4,3,2
93718123,150,84,1,Married,4,4,2,2,2,4,2,2
94570581,054,104,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98508932,041,68,1,Married,5,4,4,4,4,3,4,2
95570074,152,128,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
90506798,025,76,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93575122,042,126,1,Married,4,4,2,2,3,2,2,2
90540956,269,89,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
97715963,118,95,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
98578308,065,86,2,NA,5,4,2,2,3,4,4,4
97570055,999,87,1,Married,3,3,3,2,3,3,3,3
94575076,039,98,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
94577388,157,118,2,Married,3,3,3,3,3,3,3,3
91576593,071,82,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94576791,075,75,1,Divorced,4,4,4,4,4,2,4,2
93570473,057,93,1,Married,5,2,3,2,2,5,5,5
91575358,041,109,NA,Married,1,1,4,4,5,2,2,1
98578846,041,98,1,Married,5,5,1,1,5,1,1,1
91577319,015,107,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98575823,084,107,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99572229,139,111,1,Divorced,4,3,3,3,3,3,3,3
91316450,154,112,2,Divorced,2,1,3,3,5,1,2,1
97500535,049,90,2,Divorced,4,4,2,2,4,4,4,2
94716895,109,93,2,Married,4,4,2,2,4,2,2,2
97572043,010,122,1,NA,5,5,2,1,5,2,2,2
92374974,077,55,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
98716155,064,87,2,Married,5,4,2,2,4,2,2,2
91508566,071,98,1,Married,4,2,3,2,2,3,4,2
93506262,034,88,2,Married,4,4,4,4,4,4,4,2
91576765,077,64,1,Married,4,4,2,4,4,4,2,2
99578742,050,76,1,Divorced,4,5,2,2,4,3,2,2
96590955,065,82,2,Married,4,4,2,2,5,3,3,2
94572397,064,95,1,Divorced,5,3,1,3,5,1,1,1
99719937,058,130,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
95576890,193,106,1,Married,4,3,2,2,2,3,3,2
95574432,115,80,2,Married,5,5,2,1,4,2,2,2
94577929,025,74,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
57204381,078,89,2,Divorced,3,4,2,3,3,4,4,2
90710319,029,79,1,Married,5,4,2,1,3,2,2,2
94504907,024,113,1,Married,4,4,2,2,4,1,2,2
57124266,070,108,1,Married,4,4,2,3,3,3,3,3
93718682,041,77,2,Divorced,4,4,2,3,5,3,NA,1
91573958,072,103,2,Married,5,3,2,1,3,2,3,2
95575005,052,118,1,Divorced,5,5,1,1,4,2,1,2
98578648,021,101,1,Divorced,5,4,2,1,4,2,3,2
98572293,040,100,1,Married,5,4,2,2,1,3,3,3
98504789,093,108,2,Married,4,3,2,3,4,3,3,2
93718297,058,111,1,Divorced,4,3,3,3,4,2,3,2
96579257,187,106,2,Married,4,3,3,4,4,2,2,2
90576903,259,116,1,Married,5,4,1,1,4,5,5,1
90570629,060,97,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91571610,015,NA,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
92574488,029,99,NA,Married,5,4,2,1,4,3,2,2
96716929,077,112,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91604908,050,106,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
99506091,146,97,NA,Married,4,4,2,2,4,4,3,2
95573014,072,98,NA,Married,4,3,3,3,3,2,3,2
93716191,076,97,NA,Married,5,3,2,2,4,2,2,2
99546073,009,90,1,Divorced,4,4,1,1,1,3,3,2
90619464,167,NA,1,Married,4,4,2,4,4,2,3,2
92570686,018,82,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
57220133,049,88,1,Married,5,4,3,4,4,4,4,2
93714910,058,89,1,Married,5,5,5,5,5,1,1,1
99500238,077,94,2,Divorced,3,4,3,3,4,3,3,2
91581962,157,90,NA,Married,2,2,2,4,4,2,4,2
97572323,041,84,1,Married,5,5,1,1,5,1,3,1
99578840,166,113,2,Married,4,4,2,2,4,2,2,2
90573952,020,101,1,Married,4,3,2,2,3,2,3,2
98715895,084,87,2,Divorced,2,4,2,NA,5,NA,NA,NA
98571001,078,84,1,Married,4,4,2,2,4,2,2,2
98578643,065,95,2,Divorced,4,4,2,1,4,2,2,2
91579233,079,105,1,Married,4,4,2,2,3,2,1,1
95578143,064,93,1,Married,3,4,3,4,3,2,4,2
97578342,175,92,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99575626,058,108,2,Divorced,5,5,1,3,4,2,2,2
93575429,193,97,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
99506491,007,75,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95572116,127,131,2,Married,5,4,2,3,5,2,3,1
92573928,034,87,1,Divorced,5,3,2,2,3,3,3,3
97715258,185,101,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
92504724,058,100,2,Married,4,4,2,2,3,3,3,3
91548920,049,95,1,Divorced,5,3,2,3,4,3,4,4
97577123,077,104,1,Married,4,4,1,3,3,4,3,1
93500925,070,NA,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
96593004,033,NA,2,NA,4,3,3,3,3,3,4,2
94571476,041,63,2,Divorced,3,3,2,2,2,3,2,1
98578413,047,NA,2,Divorced,4,3,2,2,2,2,3,2
94506698,044,105,2,Married,5,4,2,2,5,2,3,1
97571918,033,114,1,Divorced,5,4,1,2,4,2,3,1
95578281,013,80,1,Married,5,4,2,3,3,3,4,2
95501158,080,98,NA,Married,5,4,3,2,5,1,1,1
90716381,077,113,2,Married,3,2,4,4,5,2,3,2
99576397,271,94,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98716024,146,105,2,Married,5,4,1,1,5,2,2,1
93506946,078,123,1,Divorced,5,4,2,1,3,1,1,2
93575009,092,92,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95576447,174,87,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91571878,003,99,NA,Married,5,4,2,2,4,2,2,2
97577789,139,64,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
90573700,027,124,2,Divorced,5,5,2,2,5,1,1,1
90576050,020,NA,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94716910,017,112,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99713331,041,92,1,Divorced,4,4,2,2,4,2,4,2
95574608,044,93,1,Married,NA,1,3,4,4,4,NA,2
96714299,087,87,1,Divorced,4,4,4,4,4,3,4,3
91715933,042,68,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
96500083,269,84,1,Married,4,4,5,3,4,4,5,4
93710319,203,64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
99710213,092,107,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91573017,071,112,2,Married,5,5,1,1,4,2,2,2
98506099,090,73,2,Married,4,4,2,3,2,3,3,2
57254322,071,100,1,Married,4,3,2,2,4,2,2,2
96713393,075,95,2,Divorced,5,3,3,2,2,3,3,3
92575201,118,116,2,Divorced,4,5,3,4,5,1,2,1
91579237,067,98,NA,Divorced,5,4,2,2,4,2,2,2
96506790,077,114,1,Divorced,4,3,2,2,3,1,1,2
95572378,369,87,1,NA,5,4,2,2,5,2,4,2
99577127,053,91,1,Married,4,4,2,2,4,2,2,2
94574330,088,101,1,Married,5,4,4,3,2,3,4,4
95573999,078,93,2,Married,4,3,2,2,3,3,3,2
93540213,034,86,1,Divorced,3,3,2,4,2,3,3,2
92576472,041,111,1,Divorced,5,4,1,1,5,2,4,2
93575084,041,94,1,Married,4,3,3,3,4,3,4,1
97716210,058,NA,NA,Divorced,4,4,2,2,3,2,2,2
96576546,060,107,1,Divorced,4,3,2,2,4,4,3,2
93576695,077,115,1,Married,5,3,1,2,5,1,2,2
92576312,073,NA,1,Married,3,4,2,2,3,3,3,2
92546927,056,128,1,Divorced,4,4,3,3,5,3,3,2
91576576,118,116,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
99575933,075,NA,2,Married,5,5,2,1,1,2,3,2
93577225,025,125,2,Married,5,4,2,2,5,1,3,1
90716060,114,109,2,Divorced,4,4,2,2,4,2,2,2
94500357,031,NA,2,Married,5,5,2,5,5,5,3,1
95506397,071,96,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
96886990,008,88,1,NA,4,4,2,2,4,2,2,2
57105677,119,95,2,Divorced,4,4,2,2,3,3,3,2
91614777,077,91,1,Divorced,5,4,2,2,3,3,4,2
95717158,162,101,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94575293,026,83,2,Divorced,5,4,2,2,5,2,2,2
92714318,999,101,1,Married,4,3,3,3,4,3,3,2
96570059,092,99,2,Married,5,4,1,1,4,2,2,2
99576912,010,107,1,Married,4,4,2,2,3,3,3,2
95577862,064,120,1,Married,4,4,2,2,4,2,2,2
95507311,020,93,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98576084,058,86,1,Married,4,3,3,3,3,2,2,3
92576455,072,82,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
95573130,127,91,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90713930,025,126,1,Divorced,5,4,2,3,5,3,3,2
90712140,126,85,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
95576323,017,97,2,Married,4,3,4,4,5,3,3,2
93316253,010,104,2,Divorced,4,4,2,2,4,2,2,2
93500920,053,NA,1,Divorced,4,4,3,5,5,1,1,1
92506696,270,93,2,NA,3,3,3,3,4,3,3,3
90578846,091,146,NA,Married,4,3,3,3,3,3,3,2
91546990,008,106,2,Married,2,2,3,2,2,2,3,3
93576199,077,81,1,Married,5,5,2,1,5,2,2,1
94718146,084,87,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90713390,055,116,2,Married,4,4,2,2,5,2,2,2
90506049,052,96,2,Divorced,4,5,2,2,3,3,3,1
92572266,021,123,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
95576998,054,102,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
97576698,052,90,1,Married,4,3,1,1,3,3,3,1
92572906,068,80,1,Married,4,3,4,2,2,3,3,2
91884918,059,119,1,Divorced,3,3,4,3,2,3,4,3
91578147,024,128,1,Married,4,3,2,2,2,2,3,3
94575317,203,91,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
99574499,144,107,1,Married,4,4,2,2,4,3,3,2
99508568,259,77,2,Divorced,4,3,3,3,3,3,3,2
90614371,065,108,1,Divorced,5,4,1,1,4,2,3,3
99575339,058,111,1,Married,3,3,3,2,3,3,3,2
96575942,060,87,1,Divorced,5,5,1,3,1,3,3,2
57197327,009,122,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97710381,067,116,2,Divorced,4,4,2,2,5,2,1,1
90576798,126,101,1,Divorced,4,4,2,2,5,2,4,2
94576293,029,80,2,Divorced,5,4,2,2,4,2,2,2
91574693,065,92,1,Divorced,4,4,2,3,4,2,2,1
96573297,028,83,2,Married,4,4,1,1,4,1,1,1
91718198,269,113,1,Divorced,4,3,2,2,3,3,3,2
94577922,074,104,2,Married,4,3,2,2,3,2,3,2
96500111,064,106,1,Married,4,2,3,3,3,2,4,2
57148090,007,107,2,Married,4,4,2,2,3,2,2,2
99575430,186,121,2,NA,5,4,2,2,5,2,2,2
95715937,003,119,1,Married,4,4,2,3,4,3,4,2
95710111,012,87,1,Married,4,3,3,2,3,3,3,3
99606425,123,93,2,Married,4,4,2,2,3,3,2,2
13574999,081,114,1,Divorced,5,4,2,2,4,2,2,2
97572045,086,105,1,Married,4,4,1,1,4,1,2,1
95572804,068,123,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98578207,073,68,2,Married,4,3,3,3,4,2,3,2
96716906,010,127,1,Divorced,3,3,2,2,5,2,1,1
92500739,009,82,1,Divorced,4,4,2,2,2,3,4,3
93577985,017,101,2,NA,4,4,2,2,3,2,3,4
91712975,052,100,2,Married,4,3,2,4,3,3,2,2
97711962,152,86,2,Married,4,3,2,2,3,2,2,2
96572444,072,119,1,Divorced,5,4,2,1,2,2,4,4
92500281,026,104,2,Married,5,4,2,2,4,2,2,2
92676955,073,122,1,NA,5,2,1,3,4,2,2,1
95576410,058,101,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91576857,092,112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
92576263,172,96,1,Divorced,5,3,1,3,5,3,1,1
90506894,077,75,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91500238,062,123,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
96710992,050,81,1,NA,4,3,3,3,3,3,3,3
99713002,371,86,1,Married,4,4,2,2,2,3,3,2
99579952,044,89,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99506696,065,74,2,Married,5,5,2,5,5,3,2,2
98578641,999,111,1,Divorced,4,4,2,3,5,3,2,1
91578913,077,82,1,Married,5,4,2,2,5,2,2,2
98710286,017,106,2,Divorced,5,3,5,4,4,3,3,3
98573169,126,95,1,Married,5,5,1,1,5,2,2,1
91508941,157,111,2,Divorced,5,5,1,3,3,2,3,2
98717268,042,85,1,Married,4,4,2,2,4,4,4,2
92571075,077,84,1,Divorced,5,4,2,2,3,2,2,2
57264694,091,117,2,NA,4,4,2,2,4,2,2,2
94619460,010,87,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93578025,002,127,1,Divorced,5,4,2,2,5,1,2,1
95578840,154,113,2,Married,4,2,2,2,4,2,2,2
98606827,009,124,2,Divorced,4,3,2,3,4,2,2,2
95886992,077,101,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
90575354,090,113,1,Divorced,4,4,2,2,4,2,2,2
94316355,041,99,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
91575065,077,93,1,Married,4,3,2,3,4,2,3,2
96619364,023,75,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94579293,076,96,1,Married,3,3,2,2,3,3,4,2
97500353,058,82,NA,Married,4,4,3,3,5,3,3,2
92578049,185,98,2,Married,4,4,2,2,5,2,2,2
90504603,077,78,2,Married,4,4,2,2,3,3,3,2
97713994,062,117,2,Married,4,3,3,3,4,3,4,2
93570754,028,97,1,Married,5,4,3,3,4,2,3,2
95572285,070,95,1,Married,5,5,3,5,5,2,5,1
96578430,118,111,1,Married,5,5,4,1,3,1,2,2
94575802,139,89,2,Divorced,5,2,2,3,2,3,2,3
97579290,077,120,1,Divorced,5,3,2,2,2,2,2,4
91678173,071,105,1,Married,4,4,1,2,3,3,3,2
93575991,077,NA,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
92576040,052,106,2,Married,5,4,1,1,3,3,2,2
98579940,042,97,1,Married,5,4,2,3,4,2,3,1
97676956,177,95,1,Divorced,2,2,4,4,4,3,2,2
98574218,058,102,2,Divorced,4,3,3,3,4,4,4,1
94570084,044,84,2,Divorced,4,4,2,2,4,2,2,2
93572105,086,87,1,Married,5,3,3,3,5,3,3,1
95578240,077,76,1,Divorced,4,2,2,2,3,3,3,2
95571314,068,97,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
90506935,092,97,1,Married,4,4,2,2,5,2,2,1
93715985,999,116,2,Married,4,4,2,2,4,2,2,2
92678178,154,67,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
90576117,058,89,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93544382,269,64,1,Divorced,4,4,3,2,2,3,3,2
99500010,085,NA,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
99578522,092,103,2,Married,5,4,1,1,4,1,1,2
93500915,058,93,2,Divorced,4,3,2,2,2,2,3,2
99573221,042,98,1,Married,5,4,2,1,4,2,2,2
96575947,084,113,1,Married,5,4,2,2,5,3,3,1
97576798,060,80,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98619967,162,79,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91506955,999,114,2,Divorced,5,3,2,3,4,3,3,3
98574387,033,96,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98579945,162,NA,2,Married,4,4,4,2,4,2,4,4
99573947,058,116,2,Married,5,5,1,1,4,2,2,2
97574680,023,98,NA,Married,4,5,1,2,2,4,3,3
94646225,028,89,1,NA,4,2,2,2,3,3,2,3
95576196,066,89,2,Divorced,5,4,2,2,3,3,3,3
99575182,091,89,2,Divorced,5,4,1,2,4,2,2,2
99577285,023,108,1,Married,5,4,2,2,4,2,2,2
99715350,077,93,2,Divorced,3,3,1,3,3,4,4,3
96715095,058,126,2,Married,4,4,1,2,2,2,2,2
93570939,106,89,2,Divorced,4,4,2,3,5,3,3,1
93710034,094,94,2,Divorced,5,4,2,3,2,3,3,3
94576285,142,107,2,Divorced,4,2,2,2,4,2,4,2
91506336,073,111,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
94575133,025,123,2,Married,4,4,2,2,3,3,3,2
98577061,085,84,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99315392,054,124,2,Divorced,5,4,2,2,4,2,2,2
93573115,052,69,2,Married,4,4,3,3,5,3,3,3
90571202,044,81,1,Married,4,4,2,4,4,4,5,2
91578788,014,107,1,Married,5,4,2,3,5,2,1,1
90543104,029,79,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99573923,077,104,1,Divorced,4,3,2,3,4,3,3,1
92676556,009,85,2,Divorced,5,4,4,3,5,4,3,1
90576243,041,111,1,Married,5,3,3,2,5,1,2,1
96578742,046,91,2,Married,4,2,2,2,2,2,4,2
99575529,040,71,1,Married,3,4,2,2,4,3,3,1
95571973,077,92,2,Married,5,3,2,2,3,2,3,2
94576899,017,113,1,Divorced,4,1,2,4,4,1,1,1
90576498,058,119,2,Divorced,4,3,2,2,4,2,1,2
91575307,059,106,1,Married,5,4,2,3,5,2,1,1
95571869,041,80,1,Divorced,5,4,5,5,2,3,3,4
90571275,078,101,2,Divorced,3,3,3,3,3,3,3,3
96575827,050,83,1,Married,4,4,2,2,2,2,2,2
91576591,040,112,2,Married,5,4,2,2,2,2,3,3
95573957,094,111,1,Divorced,4,4,2,2,3,3,2,3
95572271,046,123,2,Married,4,3,2,2,4,2,2,2
99570182,064,88,1,Married,4,4,2,2,4,2,3,2
95576184,007,111,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91715283,066,89,1,Married,4,4,3,2,4,3,2,1
93575934,026,103,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
95575579,003,67,1,Married,3,3,3,3,3,3,3,3
91579980,031,74,1,Divorced,4,3,2,3,4,2,3,2
92506497,077,101,2,Divorced,4,4,2,3,5,1,1,1
94570773,152,92,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
95578545,041,99,1,Married,5,5,2,2,5,1,1,1
95575331,122,97,1,Married,4,4,2,2,4,2,3,2
99712947,999,108,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
93573636,058,95,1,Married,4,2,4,2,2,4,4,4
95574687,270,90,1,Divorced,5,4,2,2,5,2,3,1
98578243,026,92,2,Married,4,2,3,3,5,3,2,1
91506290,064,81,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99714914,023,77,2,Divorced,4,4,1,1,4,3,3,2
94578827,085,NA,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98506897,062,105,2,NA,5,5,1,3,2,2,4,1
92716956,115,93,2,Married,5,5,2,2,4,3,2,2
98506590,139,90,1,Divorced,3,1,3,3,1,3,3,3
92716339,031,114,2,Married,5,4,2,2,5,3,3,2
21578989,133,90,1,Married,2,3,2,2,2,3,3,1
93572225,072,81,2,Divorced,4,4,4,4,2,4,4,2
97571007,041,92,NA,NA,3,3,3,3,3,3,3,3
96579941,012,98,2,Divorced,5,4,2,2,3,3,3,2
99576746,058,88,1,Married,4,4,2,3,2,2,2,2
92570078,081,110,2,Married,3,2,4,3,3,2,3,3
91570959,049,114,2,Divorced,5,5,3,5,3,3,3,3
96576390,014,99,2,NA,4,4,2,2,4,4,3,2
92578298,150,111,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95576367,072,96,1,Married,4,2,1,1,3,1,2,2
99718088,077,115,1,Married,5,4,2,2,4,3,2,1
97571216,017,91,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
57165224,017,83,2,Married,4,3,3,3,3,2,2,2
96576501,077,89,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
95506294,040,103,1,Married,4,2,2,2,3,2,1,2
96715953,127,86,1,Married,4,3,1,2,3,4,3,3
96570418,064,NA,2,Married,3,3,3,3,3,3,3,3
98574686,012,89,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91884927,077,120,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
96576292,060,109,NA,Married,4,3,2,2,4,3,2,2
97578445,021,107,1,Married,4,3,2,2,4,3,3,2
97574023,174,100,1,NA,4,4,2,2,4,2,2,1
99576938,041,111,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99576094,077,114,1,Divorced,5,4,2,2,2,2,2,3
93504209,020,114,NA,Married,4,3,3,3,3,2,3,3
93573190,073,103,1,Divorced,4,3,2,2,3,3,3,3
93571606,085,96,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
93570556,021,111,2,Married,4,3,3,3,3,3,3,2
90575005,064,89,1,Divorced,5,5,1,2,5,3,3,1
91575420,026,118,1,Married,5,4,2,2,5,2,2,2
97578585,126,121,1,Married,2,2,2,2,3,4,4,4
93504729,044,87,1,Married,4,4,4,4,2,3,3,2
90716067,076,75,2,Married,2,3,3,4,2,3,4,4
95574333,999,79,2,Divorced,4,4,2,4,5,2,2,1
97579934,092,108,2,Married,5,4,4,2,2,2,2,3
90576400,033,64,2,Divorced,4,3,4,4,NA,4,4,2
96575274,041,88,1,Married,5,5,1,1,5,1,1,1
92506331,270,90,1,Divorced,4,4,2,4,4,4,4,2
91718320,058,85,1,Married,4,4,2,2,4,4,2,2
96578446,073,97,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99500252,015,76,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98578604,270,116,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
98578842,010,90,2,Married,4,3,5,3,5,2,3,1
91572249,077,95,1,Married,5,5,1,1,4,3,3,1
95571707,093,94,1,Married,4,4,2,2,3,2,3,2
98578988,007,98,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
96570186,058,103,2,NA,4,4,4,2,2,2,2,4
95576565,159,75,2,Divorced,5,5,3,3,4,1,1,2
91570993,057,97,1,Divorced,4,3,2,2,4,3,2,2
91577412,058,86,1,Divorced,5,4,2,2,2,3,3,2
92506291,041,76,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90578806,077,92,1,Married,4,4,2,2,4,1,2,2
97506279,271,108,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
96508069,090,65,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90578742,028,104,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91576190,022,95,2,Divorced,5,5,3,3,4,3,4,1
99504100,064,105,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91578981,041,103,1,Married,4,3,2,2,4,3,3,4
94571910,025,119,1,Married,4,3,2,3,4,4,1,2
98571014,047,119,1,Married,5,4,2,2,4,2,3,2
93575248,044,124,1,Divorced,4,4,2,2,4,2,2,2
96579294,093,109,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
96573412,133,100,2,Married,3,3,3,4,5,3,5,2
99576395,076,91,2,Married,4,4,3,2,4,3,3,2
96577924,009,109,1,Divorced,4,4,2,2,5,3,2,1
96508942,164,116,2,Married,5,5,2,2,4,2,3,1
92716326,053,114,1,Divorced,5,4,1,2,5,2,2,1
93578662,121,96,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98718123,042,110,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
97543903,077,51,1,Married,2,2,3,2,2,4,4,3
96578316,121,123,2,Divorced,4,3,2,2,4,2,3,2
92579935,012,98,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93572808,072,113,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
93316052,022,107,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
