id,cons1,cons2,cons3,cons4,cons5,cons6,cons7,cons8,cons9,cons10,cons11,cons12,cons13,cons14,cons15,SocialMedia,AnnoyingVariable,Age,Anx1,Anx2,Anx3,Anx4,Anx5,Gender,anes_0,anes_rep,anes_dem,anes_ind
460,4,3,4,3,3,3,3,4,3,4,3,4,3,3,4,1,1,36,3,4,2,2,3,2,2,NA,7,NA
461,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,1,1,1,5,5,1,2,NA,6,NA
462,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,2,1,36,4,4,4,5,5,2,2,NA,7,NA
463,5,4,3,4,3,4,3,4,2,4,4,2,4,4,3,2,1,41,2,3,4,2,3,2,2,NA,7,NA
464,2,2,2,2,2,2,4,4,2,5,2,4,4,4,5,2,1,30,1,2,1,4,2,2,3,NA,NA,5
465,4,4,5,4,4,4,5,4,4,5,5,4,4,5,5,2,1,50,5,5,5,5,3,1,1,1,NA,NA
466,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,2,1,58,1,1,1,4,5,2,1,2,NA,NA
467,3,5,4,5,3,4,2,3,5,4,4,2,4,3,5,2,1,30,5,2,5,4,3,2,2,NA,6,NA
468,5,4,5,4,4,5,5,4,5,4,4,5,3,4,4,1,1,28,4,4,4,4,4,2,2,NA,7,NA
469,3,3,4,2,2,3,3,4,2,5,3,3,3,2,3,2,1,40,3,2,4,3,2,1,2,NA,6,NA
470,4,4,5,3,4,4,5,4,4,5,4,5,4,4,4,2,1,47,4,5,4,2,5,1,2,NA,7,NA
471,3,4,4,5,4,3,4,4,5,4,5,4,5,3,3,1,1,35,5,4,5,4,3,1,1,1,NA,NA
472,4,5,5,3,4,5,3,4,4,3,5,5,4,3,5,1,1,40,2,2,2,2,1,2,1,1,NA,NA
473,1,2,4,3,4,1,4,2,3,2,2,3,3,4,5,2,1,23,2,1,1,4,2,2,1,2,NA,NA
474,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,35,5,5,5,5,5,2,2,NA,7,NA
475,4,5,3,3,4,4,3,4,4,3,5,5,3,3,4,2,1,35,4,4,5,4,2,2,1,1,NA,NA
476,4,3,4,3,3,4,4,3,3,4,3,4,4,3,3,1,1,36,2,4,2,3,2,2,2,NA,7,NA
477,3,4,3,3,3,2,4,2,5,2,3,4,3,5,4,2,1,53,4,2,4,3,3,1,3,NA,NA,4
478,4,4,5,3,4,4,4,3,4,4,4,5,4,5,4,2,1,35,3,2,3,3,3,2,2,NA,7,NA
479,4,3,4,2,4,3,4,5,3,3,4,3,5,3,4,1,1,31,4,4,4,5,3,2,3,NA,NA,3
480,2,2,1,1,1,1,1,3,1,2,2,2,4,1,4,2,1,36,2,3,2,2,3,1,2,NA,6,NA
481,4,3,4,4,5,4,3,4,4,4,4,5,4,3,4,2,1,43,4,3,4,4,5,2,1,1,NA,NA
482,2,3,4,3,3,2,3,4,4,3,3,4,2,3,4,2,1,30,2,1,4,1,2,1,2,NA,7,NA
483,2,2,3,4,2,3,4,2,4,4,2,3,4,2,4,1,1,45,2,2,4,3,5,2,2,NA,7,NA
484,1,3,2,1,2,1,2,2,1,2,1,2,2,2,1,1,1,32,5,2,2,4,4,1,2,NA,6,NA
485,4,4,5,4,5,4,4,5,5,1,5,4,2,5,5,1,1,30,1,1,1,5,2,2,1,1,NA,NA
486,5,4,4,4,5,4,4,5,4,4,5,4,5,4,4,1,1,59,5,5,5,4,5,2,1,1,NA,NA
487,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,1,1,38,4,5,4,4,5,2,2,NA,7,NA
488,2,3,3,4,3,1,2,3,4,2,2,2,4,5,2,1,1,45,2,2,2,1,4,2,2,NA,7,NA
489,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,1,1,37,1,1,3,4,5,1,2,NA,6,NA
490,4,1,5,4,5,5,1,2,1,1,4,5,4,1,4,1,1,39,5,1,1,1,1,1,2,NA,7,NA
491,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,1,1,69,4,3,4,4,4,1,2,NA,7,NA
492,3,2,4,2,3,2,2,4,2,4,2,3,2,3,2,1,1,65,4,4,3,4,4,2,1,2,NA,NA
493,4,4,4,3,4,4,4,5,4,4,4,5,4,4,5,1,1,30,1,2,2,4,2,1,2,NA,7,NA
494,4,1,1,1,1,1,1,5,3,1,5,1,3,1,1,2,1,43,1,1,2,2,5,2,2,NA,7,NA
495,2,3,4,4,4,2,3,3,4,4,2,3,4,3,4,1,1,30,3,2,3,4,4,1,2,NA,7,NA
496,1,2,1,2,1,1,1,4,1,1,2,1,4,3,4,1,1,45,1,1,2,4,4,2,3,NA,NA,5
497,5,4,5,5,5,4,5,5,4,4,5,5,4,3,4,2,1,62,5,3,5,5,4,2,1,2,NA,NA
498,3,4,3,2,4,3,4,5,4,3,3,4,5,3,4,1,1,35,3,5,4,4,4,2,2,NA,7,NA
499,3,3,3,5,3,1,1,3,3,3,3,3,3,3,3,2,1,62,1,1,1,5,1,1,1,2,NA,NA
500,4,3,4,4,5,4,5,4,4,4,4,5,4,5,4,2,1,35,4,5,5,4,5,2,2,NA,7,NA
501,5,4,4,5,5,4,5,4,4,4,5,4,5,4,4,1,1,35,4,4,4,5,4,2,2,NA,7,NA
502,4,5,4,5,5,5,4,5,5,4,4,4,5,5,4,2,1,35,5,4,4,5,5,2,2,NA,6,NA
503,4,5,4,5,4,5,4,4,5,5,4,4,5,3,4,1,1,48,4,5,4,3,4,1,1,1,NA,NA
504,2,3,4,3,3,2,3,5,5,3,3,4,5,4,3,1,1,30,4,3,3,3,4,1,2,NA,7,NA
505,4,4,5,4,3,4,5,5,5,5,5,5,4,4,4,1,1,41,4,1,1,1,1,2,2,NA,7,NA
506,4,4,3,4,3,3,4,3,4,3,3,4,3,4,3,1,1,43,3,4,3,3,3,2,2,NA,7,NA
507,5,5,5,4,4,5,4,5,3,4,4,5,5,4,5,2,1,25,5,2,3,1,1,2,3,NA,NA,4
508,3,4,3,4,3,4,3,3,4,3,3,4,3,4,3,2,1,45,4,3,3,2,3,2,2,NA,7,NA
509,4,5,4,3,4,5,4,5,3,5,4,3,4,5,4,1,1,57,4,4,4,4,5,2,1,1,NA,NA
510,3,4,5,3,4,3,4,5,4,5,3,4,5,3,5,1,1,33,4,4,4,3,4,2,2,NA,7,NA
511,3,3,3,2,2,3,2,2,2,3,2,2,2,3,3,1,1,33,3,4,4,4,3,2,3,NA,NA,3
512,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,35,4,4,4,4,4,2,1,1,NA,NA
513,4,3,2,4,4,4,3,2,3,4,4,4,2,3,4,2,1,52,4,4,4,4,3,2,2,NA,7,NA
514,3,4,5,4,5,4,3,4,4,5,4,3,4,5,4,1,1,32,5,5,4,4,5,2,2,NA,7,NA
515,4,5,4,3,5,3,4,5,4,5,5,5,4,4,5,1,1,42,4,4,3,4,3,2,2,NA,7,NA
516,4,3,4,5,4,4,4,5,4,4,4,3,4,4,5,1,1,25,4,3,4,2,3,1,2,NA,7,NA
517,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,2,1,35,4,4,5,5,4,1,2,NA,7,NA
518,5,3,1,1,1,4,3,1,1,4,5,3,1,1,5,1,1,32,2,1,2,5,3,2,3,NA,NA,5
519,3,3,4,5,4,2,3,4,3,4,3,4,5,3,4,1,1,30,4,3,3,4,3,1,2,NA,7,NA
520,2,2,4,3,3,1,4,3,2,4,1,2,4,4,2,2,1,23,1,4,1,4,1,2,2,NA,7,NA
521,3,4,5,3,4,4,5,3,4,5,3,4,5,4,3,1,1,35,4,3,3,5,3,2,1,1,NA,NA
522,1,1,1,1,1,1,1,2,1,4,1,1,1,3,5,2,1,34,5,1,1,2,1,2,2,NA,7,NA
523,4,4,3,4,3,4,4,3,3,3,4,4,3,4,3,1,1,30,4,2,4,4,5,2,1,1,NA,NA
524,4,4,2,3,4,4,4,3,2,3,4,4,2,3,4,2,1,61,4,3,2,3,4,1,2,NA,7,NA
525,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,1,1,54,3,5,4,4,4,2,1,2,NA,NA
526,3,4,5,4,3,4,5,3,4,5,5,2,4,3,4,1,1,33,4,3,4,3,4,2,2,NA,7,NA
527,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,1,30,3,3,4,3,2,1,2,NA,7,NA
528,3,1,5,5,1,2,5,1,4,1,5,4,1,3,2,1,1,30,1,5,3,2,2,2,1,1,NA,NA
529,2,3,4,4,4,3,3,4,5,4,3,4,4,5,4,1,1,30,3,4,3,4,4,1,2,NA,7,NA
530,3,4,4,3,5,4,3,4,4,3,4,5,3,4,3,2,1,25,5,3,1,1,1,2,2,NA,6,NA
531,1,3,5,1,3,2,3,4,4,5,2,3,4,1,3,1,1,47,4,4,2,2,4,2,1,1,NA,NA
532,3,3,4,2,3,3,3,4,2,3,3,3,4,4,4,2,1,33,2,4,3,2,3,2,2,NA,7,NA
533,4,4,3,2,2,3,3,2,2,4,4,4,2,2,3,2,1,29,4,3,2,3,3,1,2,NA,7,NA
534,4,5,4,3,4,5,4,4,5,4,4,5,4,3,5,2,1,43,4,4,5,4,4,2,2,NA,7,NA
535,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,1,1,66,2,4,2,4,4,2,3,NA,NA,4
536,1,1,1,1,1,1,1,4,1,3,1,1,1,1,3,2,1,67,1,1,1,4,4,2,2,NA,7,NA
537,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,30,2,1,2,4,4,2,2,NA,7,NA
538,4,3,3,4,3,4,4,3,3,4,3,3,4,4,3,1,1,42,3,3,3,3,3,2,2,NA,7,NA
539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,1,1,1,4,1,4,2,NA,6,NA
540,3,4,3,3,4,3,3,4,4,3,3,4,3,4,5,1,1,29,4,4,4,5,4,2,1,1,NA,NA
541,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,1,1,42,2,2,2,4,4,2,2,NA,7,NA
542,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,1,1,30,5,5,5,5,4,2,2,NA,7,NA
543,2,1,1,2,2,2,1,1,1,4,2,1,1,3,3,2,1,37,1,1,1,2,5,1,2,NA,7,NA
544,2,3,1,3,2,2,3,2,3,3,2,3,1,4,4,1,1,63,3,2,2,2,3,1,2,NA,7,NA
545,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,28,2,1,1,3,3,2,3,NA,NA,4
546,4,3,3,2,3,4,3,4,3,5,4,3,4,3,4,1,1,26,4,4,4,4,2,2,2,NA,7,NA
547,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,28,2,1,1,4,4,2,3,NA,NA,4
548,2,3,1,3,3,2,3,3,1,3,2,3,2,2,4,2,1,49,4,4,3,2,2,1,1,2,NA,NA
549,1,3,1,1,1,3,3,1,1,1,2,3,1,1,5,2,1,31,1,1,1,5,5,1,2,NA,7,NA
550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,37,1,1,1,2,4,1,2,NA,7,NA
551,2,4,1,2,3,1,3,1,1,1,1,3,1,2,3,2,1,74,1,1,1,5,1,1,1,1,NA,NA
552,3,2,2,3,4,2,2,2,3,2,2,2,2,4,4,2,1,52,1,3,2,2,4,1,3,NA,NA,3
553,2,4,4,4,2,2,3,5,4,5,4,3,4,4,5,2,1,57,2,3,3,2,1,1,2,NA,7,NA
554,2,4,4,1,1,1,4,1,2,4,4,4,1,4,4,1,1,28,1,1,1,5,1,2,2,NA,6,NA
555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,36,1,1,1,5,4,2,2,NA,7,NA
556,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,75,1,1,1,4,5,1,3,NA,NA,5
557,1,3,1,2,2,3,2,1,4,4,3,2,2,3,2,1,1,40,1,1,3,4,5,1,1,2,NA,NA
558,2,3,3,2,4,3,2,4,1,3,2,4,2,5,3,2,1,29,2,3,4,4,3,2,2,NA,6,NA
559,4,4,4,4,5,4,4,5,4,4,4,3,4,3,4,2,1,59,1,1,2,4,1,1,2,NA,7,NA
560,3,4,2,1,1,3,1,3,1,1,3,1,3,3,4,2,1,49,2,2,2,2,2,1,2,NA,6,NA
561,4,3,2,3,4,4,3,4,3,4,4,5,4,3,4,1,1,51,3,4,3,4,4,1,2,NA,6,NA
562,3,4,3,4,5,3,4,4,3,4,4,5,4,4,5,1,1,66,4,2,2,3,2,1,1,2,NA,NA
563,2,2,4,2,2,2,2,2,2,3,2,3,3,3,4,1,1,53,2,1,4,3,4,1,2,NA,6,NA
564,4,3,4,5,1,3,4,5,4,3,4,3,4,5,4,1,1,31,1,2,1,1,1,2,2,NA,7,NA
565,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,38,4,4,5,2,2,1,2,NA,7,NA
566,4,2,1,1,2,4,1,1,1,5,3,1,1,4,5,1,1,22,2,3,3,3,4,2,3,NA,NA,4
567,4,5,3,4,3,2,2,4,5,4,5,5,3,4,4,2,1,58,3,4,4,5,3,1,2,NA,7,NA
568,3,2,3,4,2,3,4,5,3,3,4,4,4,3,4,1,1,32,3,2,4,4,3,2,2,NA,6,NA
569,3,2,2,3,3,3,2,2,2,3,3,2,2,3,4,1,1,60,1,1,1,4,4,2,3,NA,NA,3
570,4,3,3,4,4,3,3,4,4,4,4,3,4,4,4,1,1,26,3,1,4,2,3,1,3,NA,NA,4
571,3,4,3,4,3,4,3,3,4,3,3,4,3,3,3,2,1,61,3,4,4,4,3,1,1,1,NA,NA
572,4,3,2,4,4,4,4,3,3,3,3,4,3,3,3,2,1,52,2,3,2,3,2,1,1,2,NA,NA
573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,1,1,1,1,5,1,1,1,NA,NA
574,5,4,4,5,4,3,4,4,5,4,5,4,3,4,5,2,1,42,5,5,5,4,4,2,1,1,NA,NA
575,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,1,1,35,5,5,5,5,5,2,2,NA,7,NA
576,3,3,2,3,2,3,3,2,3,3,2,3,2,1,2,2,1,46,3,1,1,3,3,1,2,NA,7,NA
577,5,4,4,3,3,3,4,4,3,5,3,4,2,3,4,1,1,40,4,3,5,4,4,1,2,NA,6,NA
578,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,63,1,5,1,5,1,2,1,1,NA,NA
579,3,5,3,3,5,4,3,2,5,4,3,4,5,3,4,2,1,30,5,3,4,2,3,2,1,1,NA,NA
580,4,5,4,4,5,4,5,3,3,4,4,5,5,3,4,2,1,47,4,3,3,2,3,1,1,1,NA,NA
581,4,5,4,4,5,4,5,3,3,4,4,5,5,3,4,2,1,28,4,3,3,2,3,2,2,NA,7,NA
582,3,3,4,3,4,3,4,3,3,3,3,4,3,4,3,2,1,44,3,3,3,3,4,2,3,NA,NA,3
583,3,4,1,1,1,1,4,5,1,1,1,1,1,5,5,1,1,27,5,5,2,1,5,2,2,NA,6,NA
584,2,4,5,2,1,1,2,5,2,4,1,4,2,2,4,2,1,37,1,1,1,4,1,1,2,NA,7,NA
585,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,53,3,3,3,3,3,1,2,NA,7,NA
586,4,3,1,5,4,4,3,1,2,4,3,3,1,2,3,1,1,24,4,3,3,2,2,2,1,2,NA,NA
587,4,3,3,4,4,2,2,2,3,3,3,3,2,2,2,2,1,48,2,2,2,4,3,2,2,NA,6,NA
588,5,4,5,4,5,5,4,4,5,4,4,4,5,5,5,1,1,35,5,5,5,5,5,2,2,NA,6,NA
589,2,1,2,3,2,2,1,2,3,2,2,1,2,3,4,1,1,55,2,2,2,1,2,2,2,NA,7,NA
590,4,3,3,4,4,2,4,4,2,3,4,4,3,4,2,2,1,40,3,4,4,2,2,2,2,NA,6,NA
591,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,1,1,45,5,5,4,5,4,2,2,NA,7,NA
592,2,4,5,4,3,4,5,4,3,4,5,4,3,4,5,1,1,31,4,4,4,5,3,2,2,NA,7,NA
593,5,4,4,5,5,4,5,4,5,4,4,5,4,4,5,1,1,48,3,4,3,4,4,2,1,2,NA,NA
594,5,4,3,4,3,3,3,3,5,4,4,5,3,5,5,2,1,25,3,5,4,4,4,1,2,NA,7,NA
595,4,5,3,5,5,5,5,3,5,5,5,5,4,4,5,1,1,60,5,2,5,4,1,1,1,1,NA,NA
596,2,2,2,2,2,4,2,4,2,4,4,2,2,2,2,1,1,43,3,3,2,2,3,2,2,NA,6,NA
597,3,4,2,4,3,2,4,3,4,2,3,4,2,4,3,2,1,34,3,4,2,3,2,1,1,1,NA,NA
598,5,4,5,4,5,4,4,5,4,5,5,4,5,5,4,2,1,48,5,5,3,2,4,1,1,2,NA,NA
599,4,5,4,3,4,4,5,4,3,4,4,5,4,4,3,2,1,65,5,3,5,4,5,1,1,1,NA,NA
600,4,2,2,1,1,1,1,2,2,5,4,2,1,4,4,1,1,38,1,1,1,4,5,1,2,NA,7,NA
601,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,48,1,5,1,1,1,1,2,NA,7,NA
602,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,2,1,58,4,5,5,5,3,1,1,1,NA,NA
603,4,4,2,4,5,4,4,4,5,2,4,4,5,4,5,1,1,33,2,1,2,4,2,1,1,1,NA,NA
604,4,5,4,3,2,3,4,4,5,4,3,4,3,5,5,1,1,34,3,4,3,5,3,2,2,NA,7,NA
605,1,3,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,56,1,1,1,4,3,1,3,NA,NA,3
606,5,4,5,4,5,4,5,4,5,1,5,4,5,4,5,1,1,50,1,4,2,5,1,1,2,NA,7,NA
607,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,2,1,45,3,5,5,4,3,1,1,1,NA,NA
608,2,3,1,4,3,4,4,4,3,2,2,3,3,4,4,2,1,36,1,2,2,1,1,1,2,NA,6,NA
609,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,1,32,4,4,2,4,1,2,2,NA,7,NA
610,5,4,5,4,5,4,5,4,5,4,4,4,5,4,5,1,1,52,5,4,4,4,5,1,1,1,NA,NA
611,2,1,1,1,1,1,1,2,1,3,2,1,1,1,4,1,1,49,2,2,2,3,4,2,3,NA,NA,5
612,4,4,3,5,5,4,3,4,4,5,4,3,4,5,4,1,1,22,5,3,4,3,4,2,1,1,NA,NA
613,5,4,5,4,4,5,4,5,4,5,1,1,1,1,1,2,1,59,4,4,4,4,4,2,2,NA,7,NA
614,4,3,4,3,3,3,4,3,4,3,3,4,3,4,3,1,1,53,4,4,4,3,4,2,2,NA,7,NA
615,5,3,1,3,2,1,1,1,1,5,3,1,1,1,3,1,1,39,1,1,2,4,1,2,3,NA,NA,5
616,4,4,4,3,1,1,5,4,4,5,2,4,5,4,5,2,1,51,1,1,1,1,1,2,1,1,NA,NA
617,1,3,2,4,2,3,4,1,4,4,3,5,2,3,4,1,1,30,2,1,2,3,4,2,1,2,NA,NA
618,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,39,2,2,1,4,1,1,2,NA,6,NA
619,4,2,2,2,4,2,2,2,2,3,4,2,2,1,5,2,1,33,2,2,3,3,4,2,3,NA,NA,4
620,4,3,3,4,5,4,3,4,5,4,4,3,4,5,4,2,1,62,5,3,3,4,5,1,1,1,NA,NA
621,3,2,4,3,4,3,2,4,3,2,3,5,4,3,4,2,1,42,4,5,3,4,3,2,2,NA,7,NA
622,3,3,2,1,3,2,2,2,3,2,2,2,2,2,3,2,1,60,2,2,1,4,4,1,3,NA,NA,3
623,4,2,1,3,4,4,2,2,3,5,4,2,2,4,5,2,1,25,2,2,2,4,4,2,2,NA,6,NA
624,4,2,2,2,2,3,2,3,2,3,3,2,2,2,4,2,1,20,4,4,4,2,2,2,2,NA,7,NA
625,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,2,1,19,4,2,4,4,3,1,3,NA,NA,5
626,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,19,5,4,3,2,1,2,2,NA,6,NA
627,2,2,1,1,1,2,2,5,2,2,2,2,5,2,4,1,1,65,4,4,4,1,2,2,2,NA,7,NA
628,1,1,1,2,2,2,2,2,1,3,2,1,2,2,4,2,1,54,1,1,1,2,4,1,2,NA,7,NA
629,1,1,1,1,1,1,1,2,1,4,3,1,1,3,4,1,1,40,1,3,1,1,4,2,1,1,NA,NA
630,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,24,2,2,2,3,3,1,2,NA,6,NA
631,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,1,1,40,4,1,2,4,2,1,1,2,NA,NA
632,5,4,1,4,3,4,4,1,2,2,4,4,3,3,5,2,1,35,2,4,4,2,3,1,1,2,NA,NA
633,2,1,1,1,1,1,1,4,1,2,2,1,1,1,2,2,1,33,4,4,4,2,1,2,2,NA,7,NA
634,2,2,1,1,2,5,4,1,1,2,2,1,1,1,4,1,1,27,4,4,5,2,1,1,3,NA,NA,5
635,4,3,2,2,1,3,2,3,1,4,2,1,4,2,3,1,1,29,2,3,2,3,3,2,3,NA,NA,5
636,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,39,2,2,3,3,3,1,2,NA,7,NA
637,2,4,3,3,3,2,3,3,4,3,2,4,2,3,3,2,1,48,2,1,1,4,3,1,2,NA,6,NA
638,5,4,2,5,5,5,4,3,5,5,5,5,3,5,5,1,1,69,3,3,1,3,2,2,3,NA,NA,4
639,2,2,1,2,1,3,1,4,2,4,4,2,2,4,4,1,1,33,4,5,5,1,2,2,2,NA,6,NA
640,2,1,1,1,2,1,1,1,1,3,1,1,1,4,4,1,1,46,1,2,1,4,4,1,1,1,NA,NA
641,2,1,1,2,1,1,1,2,1,3,2,1,1,1,2,2,1,35,4,4,4,2,2,1,2,NA,7,NA
642,3,3,3,2,2,2,3,3,1,3,4,3,3,3,4,1,1,47,4,4,4,3,2,1,2,NA,6,NA
643,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,25,2,1,5,2,2,1,2,NA,7,NA
644,2,1,3,4,3,3,1,4,2,5,3,1,2,4,5,2,1,28,5,4,5,1,1,1,2,NA,7,NA
645,3,2,1,2,2,2,3,4,2,4,2,4,2,2,4,1,1,42,2,2,2,4,2,1,2,NA,6,NA
646,4,4,3,3,3,3,3,3,2,4,4,3,3,3,3,1,1,31,4,4,4,3,1,1,3,NA,NA,4
647,5,1,1,1,5,1,1,1,1,1,1,1,1,1,4,1,1,21,4,2,4,2,1,1,2,NA,7,NA
648,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,55,2,1,3,2,2,1,3,NA,NA,5
649,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,2,1,25,3,4,1,3,4,1,2,NA,7,NA
650,4,2,4,3,3,4,2,4,3,4,3,3,4,3,4,2,1,32,2,3,3,5,3,1,2,NA,7,NA
651,3,1,1,2,2,2,1,1,2,2,2,2,2,4,4,2,1,21,4,4,4,2,2,1,3,NA,NA,5
652,2,3,4,4,5,4,4,4,4,5,4,4,3,4,4,2,1,20,4,4,4,4,4,2,1,2,NA,NA
653,1,3,1,3,2,1,2,4,2,3,1,1,1,2,3,1,1,64,3,4,1,3,2,2,3,NA,NA,5
654,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,32,4,4,2,1,1,1,3,NA,NA,5
655,1,1,1,2,2,1,1,1,1,3,1,1,1,2,3,1,1,32,4,3,4,2,3,1,1,2,NA,NA
656,3,3,4,4,5,3,4,4,4,4,2,3,3,3,4,1,1,50,1,5,3,5,5,2,3,NA,NA,4
657,5,4,3,4,3,5,5,4,3,3,3,4,4,3,4,1,1,25,2,3,4,3,2,1,2,NA,6,NA
658,2,1,1,3,3,2,1,4,2,4,3,2,3,2,4,1,1,47,4,4,2,1,1,1,2,NA,7,NA
659,3,2,1,2,1,3,2,1,1,3,2,2,1,2,3,2,1,41,4,2,3,2,1,2,3,NA,NA,5
660,2,2,2,1,1,2,2,2,2,4,2,2,2,2,2,1,1,25,1,4,2,2,2,1,2,NA,6,NA
661,5,3,5,5,5,5,4,5,3,5,5,4,5,5,5,1,1,27,5,5,3,1,1,1,2,NA,6,NA
662,2,2,4,2,1,2,4,3,2,2,3,1,2,2,3,2,1,18,2,4,4,2,2,1,3,NA,NA,5
663,2,1,1,2,1,2,1,2,1,3,2,1,1,1,3,2,1,41,3,2,3,2,2,1,2,NA,6,NA
664,3,4,3,3,4,3,4,4,3,3,3,4,3,3,4,2,1,41,2,4,4,2,4,1,3,NA,NA,3
665,3,3,2,4,4,4,4,4,3,3,4,3,3,2,4,2,1,34,4,4,4,2,2,1,3,NA,NA,4
666,5,1,1,2,1,4,1,1,1,1,5,1,1,1,5,2,1,24,2,5,1,1,2,3,3,NA,NA,5
667,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,29,4,3,4,2,2,2,2,NA,7,NA
668,4,2,3,4,2,4,2,2,1,4,3,2,3,4,4,1,1,38,4,4,3,1,2,1,3,NA,NA,5
669,2,2,1,4,3,3,2,4,1,3,2,3,2,3,3,2,1,33,4,3,4,2,2,1,2,NA,6,NA
670,5,3,5,3,5,5,3,5,5,5,5,5,5,5,5,1,1,29,1,1,1,3,3,2,2,NA,7,NA
671,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,72,1,1,2,4,4,1,2,NA,6,NA
672,2,1,2,1,1,1,1,2,1,3,2,1,1,1,3,1,1,24,2,2,4,2,2,3,2,NA,7,NA
673,1,1,2,1,1,1,1,4,1,3,2,1,4,1,4,2,1,41,4,5,4,1,1,1,1,2,NA,NA
674,3,4,2,4,3,4,3,1,5,3,2,4,4,4,4,2,1,23,5,4,5,2,4,1,2,NA,6,NA
675,5,4,3,3,5,4,4,3,4,5,4,4,2,4,4,1,1,54,4,1,4,2,1,1,2,NA,7,NA
676,2,4,4,3,3,5,4,5,1,5,5,4,5,3,5,2,1,31,1,3,1,2,5,1,2,NA,7,NA
677,1,3,1,4,3,3,2,1,1,3,1,1,1,4,3,2,1,49,1,1,1,4,4,1,3,NA,NA,4
678,4,1,1,2,2,4,1,4,1,2,3,1,2,1,5,2,1,20,4,4,5,1,1,1,3,NA,NA,5
679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,44,2,1,3,2,4,2,3,NA,NA,5
680,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,1,36,4,4,4,1,1,1,2,NA,7,NA
681,4,1,1,1,1,3,1,1,1,5,1,1,1,1,4,2,1,20,3,1,4,2,2,1,2,NA,7,NA
682,3,4,1,4,3,3,4,1,1,4,4,5,1,3,5,1,1,33,4,4,3,1,1,2,1,1,NA,NA
683,2,2,1,1,2,3,1,1,2,3,2,3,2,3,3,2,1,42,1,2,2,4,4,2,2,NA,6,NA
684,2,2,3,2,3,2,3,3,2,3,2,2,3,2,4,2,1,42,5,2,4,2,1,1,3,NA,NA,3
685,3,3,2,2,2,2,2,3,2,3,3,3,3,2,3,1,1,45,5,2,4,3,1,1,3,NA,NA,5
686,3,4,1,2,4,2,4,1,3,4,3,3,1,2,4,2,1,29,2,4,3,3,4,1,2,NA,6,NA
687,4,4,4,4,5,5,3,5,4,5,5,5,5,5,5,1,1,36,3,4,4,2,1,2,2,NA,6,NA
688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,1,1,1,1,1,1,1,1,NA,NA
689,2,3,1,4,4,3,4,2,4,4,4,4,2,5,5,2,1,46,2,2,2,3,4,1,1,1,NA,NA
690,3,3,4,2,2,2,4,5,2,3,4,2,2,2,4,1,1,23,1,2,1,4,4,1,1,2,NA,NA
